"""relig"",""polviews"",""year"",""At_NonAt"",""Wing"""
Catholic,Moderate,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
Catholic,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
None,Slightly Conservative,1988,Non_religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
None,Moderate,1988,Non_religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Other,Slightly Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Liberal,1988,Religious,Left
Catholic,Extremely Liberal,1988,Religious,Left
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
None,Liberal,1988,Non_religious,Left
None,Extremely Liberal,1988,Non_religious,Left
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Catholic,Moderate,1988,Religious,Other
None,Extremely Liberal,1988,Non_religious,Left
Protestant,Slightly Liberal,1988,Religious,Left
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
None,Moderate,1988,Non_religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Catholic,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
None,Moderate,1988,Non_religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Slightly Conservative,1988,Religious,Other
None,Liberal,1988,Non_religious,Left
None,Liberal,1988,Non_religious,Left
Protestant,Slightly Liberal,1988,Religious,Left
Catholic,Liberal,1988,Religious,Left
Other,Slightly Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
None,Slightly Liberal,1988,Non_religious,Left
Other,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Extrmly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Extremely Liberal,1988,Religious,Left
None,Moderate,1988,Non_religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
None,Liberal,1988,Non_religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Catholic,Liberal,1988,Religious,Left
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
None,Moderate,1988,Non_religious,Other
Catholic,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
None,Slightly Conservative,1988,Non_religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
Protestant,Liberal,1988,Religious,Left
Protestant,Moderate,1988,Religious,Other
Other,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
None,Moderate,1988,Non_religious,Other
Protestant,Moderate,1988,Religious,Other
Catholic,Slightly Liberal,1988,Religious,Left
Other,Liberal,1988,Religious,Left
Catholic,Slightly Liberal,1988,Religious,Left
Protestant,Slightly Conservative,1988,Religious,Other
Catholic,Slightly Conservative,1988,Religious,Other
Catholic,Conservative,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Moderate,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Slightly Liberal,1988,Religious,Left
Protestant,Conservative,1988,Religious,Other
Protestant,Slightly Conservative,1988,Religious,Other
Protestant,Conservative,1988,Religious,Other
Protestant,Extremely Liberal,1988,Religious,Left
None,Liberal,1988,Non_religious,Left
Protestant,Moderate,1988,Religious,Other
Catholic,Moderate,1988,Religious,Other
Protestant,Liberal,1988,Religious,Left
None,Moderate,1989,Non_religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
None,Liberal,1989,Non_religious,Left
None,Extremely Liberal,1989,Non_religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
None,Moderate,1989,Non_religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Conservative,1989,Religious,Other
Jewish,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Jewish,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Other,Extrmly Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Extremely Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Liberal,1989,Religious,Left
Catholic,Conservative,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Other,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Jewish,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Other,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Protestant,Extrmly Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Other,Slightly Liberal,1989,Religious,Left
None,Conservative,1989,Non_religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Jewish,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Other,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Other,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
None,Slightly Liberal,1989,Non_religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Other,Extremely Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Protestant,Extremely Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
None,Extremely Liberal,1989,Non_religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
None,Liberal,1989,Non_religious,Left
None,Liberal,1989,Non_religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Jewish,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
None,Extremely Liberal,1989,Non_religious,Left
Catholic,Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Other,Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
None,Extrmly Conservative,1989,Non_religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
None,Liberal,1989,Non_religious,Left
Catholic,Conservative,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
None,Moderate,1989,Non_religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Other,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Other,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Other,Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
None,Conservative,1989,Non_religious,Other
Jewish,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Liberal,1989,Religious,Left
Jewish,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
None,Conservative,1989,Non_religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Extremely Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Other,Liberal,1989,Religious,Left
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
None,Slightly Conservative,1989,Non_religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
Other,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Jewish,Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
None,Liberal,1989,Non_religious,Left
Catholic,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Other,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
