"","relig","polviews","year","At_NonAt","Wing"
"25580","Protestant","Liberal",1994,"Religious","Liberal"
"25581","None","Moderate",1994,"Non_religious","Other"
"25582","Protestant","Moderate",1994,"Religious","Other"
"25583","Protestant","Conservative",1994,"Religious","Other"
"25584","Catholic","Slightly Conservative",1994,"Religious","Other"
"25585","None","Slightly Conservative",1994,"Non_religious","Other"
"25586","Protestant","Slightly Conservative",1994,"Religious","Other"
"25587","Protestant","Slightly Conservative",1994,"Religious","Other"
"25588","Protestant","Moderate",1994,"Religious","Other"
"25589","Protestant","Moderate",1994,"Religious","Other"
"25590","Protestant","Moderate",1994,"Religious","Other"
"25591","Protestant","Moderate",1994,"Religious","Other"
"25592","Protestant","Slightly Conservative",1994,"Religious","Other"
"25593","Catholic","Moderate",1994,"Religious","Other"
"25594","Protestant","Moderate",1994,"Religious","Other"
"25595","Catholic","Moderate",1994,"Religious","Other"
"25596","Protestant","Slightly Conservative",1994,"Religious","Other"
"25597","Protestant","Extremely Liberal",1994,"Religious","Liberal"
"25598","Protestant","Conservative",1994,"Religious","Other"
"25599","Catholic","Moderate",1994,"Religious","Other"
"25600","Protestant","Conservative",1994,"Religious","Other"
"25601","Protestant","Moderate",1994,"Religious","Other"
"25602","Protestant","Slightly Conservative",1994,"Religious","Other"
"25603","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25604","Protestant","Moderate",1994,"Religious","Other"
"25605","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25606","Protestant","Slightly Conservative",1994,"Religious","Other"
"25607","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25608","Protestant","Moderate",1994,"Religious","Other"
"25609","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25610","Protestant","Slightly Conservative",1994,"Religious","Other"
"25611","Protestant","Moderate",1994,"Religious","Other"
"25612","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25613","Protestant","Slightly Conservative",1994,"Religious","Other"
"25614","Protestant","Conservative",1994,"Religious","Other"
"25615","Protestant","Moderate",1994,"Religious","Other"
"25616","Protestant","Slightly Conservative",1994,"Religious","Other"
"25617","Protestant","Moderate",1994,"Religious","Other"
"25618","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25619","Protestant","Moderate",1994,"Religious","Other"
"25620","Protestant","Conservative",1994,"Religious","Other"
"25621","Protestant","Conservative",1994,"Religious","Other"
"25622","Protestant","Moderate",1994,"Religious","Other"
"25623","Protestant","Slightly Conservative",1994,"Religious","Other"
"25624","None","Moderate",1994,"Non_religious","Other"
"25625","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25626","Other","Conservative",1994,"Religious","Other"
"25627","None","Liberal",1994,"Non_religious","Liberal"
"25628","Protestant","Conservative",1994,"Religious","Other"
"25629","Protestant","Slightly Conservative",1994,"Religious","Other"
"25630","Protestant","Moderate",1994,"Religious","Other"
"25631","Protestant","Slightly Conservative",1994,"Religious","Other"
"25632","Protestant","Conservative",1994,"Religious","Other"
"25633","Protestant","Liberal",1994,"Religious","Liberal"
"25634","Protestant","Slightly Conservative",1994,"Religious","Other"
"25635","Protestant","Moderate",1994,"Religious","Other"
"25636","Protestant","Moderate",1994,"Religious","Other"
"25637","Protestant","Conservative",1994,"Religious","Other"
"25638","Protestant","Conservative",1994,"Religious","Other"
"25639","Protestant","Moderate",1994,"Religious","Other"
"25640","Protestant","Moderate",1994,"Religious","Other"
"25641","Protestant","Moderate",1994,"Religious","Other"
"25642","Protestant","Slightly Conservative",1994,"Religious","Other"
"25643","Protestant","Moderate",1994,"Religious","Other"
"25644","Catholic","Slightly Conservative",1994,"Religious","Other"
"25645","Other","Conservative",1994,"Religious","Other"
"25646","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25647","None","Moderate",1994,"Non_religious","Other"
"25648","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25649","Protestant","Moderate",1994,"Religious","Other"
"25650","Catholic","Extremely Liberal",1994,"Religious","Liberal"
"25651","Catholic","Extrmly Conservative",1994,"Religious","Other"
"25652","Protestant","Slightly Conservative",1994,"Religious","Other"
"25653","Catholic","Conservative",1994,"Religious","Other"
"25654","Protestant","Moderate",1994,"Religious","Other"
"25655","Protestant","Slightly Conservative",1994,"Religious","Other"
"25656","Protestant","Extremely Liberal",1994,"Religious","Liberal"
"25657","Catholic","Conservative",1994,"Religious","Other"
"25658","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25659","Other","Moderate",1994,"Religious","Other"
"25660","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25661","Protestant","Conservative",1994,"Religious","Other"
"25662","Catholic","Moderate",1994,"Religious","Other"
"25663","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25664","Catholic","Liberal",1994,"Religious","Liberal"
"25665","Catholic","Moderate",1994,"Religious","Other"
"25666","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25667","Protestant","Conservative",1994,"Religious","Other"
"25668","Protestant","Conservative",1994,"Religious","Other"
"25669","Protestant","Conservative",1994,"Religious","Other"
"25670","Catholic","Extrmly Conservative",1994,"Religious","Other"
"25671","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25672","Catholic","Slightly Conservative",1994,"Religious","Other"
"25673","Catholic","Moderate",1994,"Religious","Other"
"25674","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25675","Protestant","Moderate",1994,"Religious","Other"
"25676","Protestant","Conservative",1994,"Religious","Other"
"25677","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25678","None","Liberal",1994,"Non_religious","Liberal"
"25679","Protestant","Conservative",1994,"Religious","Other"
"25680","Protestant","Slightly Conservative",1994,"Religious","Other"
"25681","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25682","Other","Slightly Liberal",1994,"Religious","Liberal"
"25683","Catholic","Slightly Conservative",1994,"Religious","Other"
"25684","Protestant","Slightly Conservative",1994,"Religious","Other"
"25685","Protestant","Moderate",1994,"Religious","Other"
"25686","Protestant","Moderate",1994,"Religious","Other"
"25687","Protestant","Conservative",1994,"Religious","Other"
"25688","Protestant","Moderate",1994,"Religious","Other"
"25689","Protestant","Conservative",1994,"Religious","Other"
"25690","Jewish","Extremely Liberal",1994,"Religious","Liberal"
"25691","Protestant","Slightly Conservative",1994,"Religious","Other"
"25692","Protestant","Liberal",1994,"Religious","Liberal"
"25693","Protestant","Moderate",1994,"Religious","Other"
"25694","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25695","Protestant","Conservative",1994,"Religious","Other"
"25696","Protestant","Liberal",1994,"Religious","Liberal"
"25697","Protestant","Moderate",1994,"Religious","Other"
"25698","Protestant","Moderate",1994,"Religious","Other"
"25699","Protestant","Slightly Conservative",1994,"Religious","Other"
"25700","Protestant","Moderate",1994,"Religious","Other"
"25701","None","Slightly Conservative",1994,"Non_religious","Other"
"25702","Catholic","Extremely Liberal",1994,"Religious","Liberal"
"25703","Protestant","Conservative",1994,"Religious","Other"
"25704","Protestant","Moderate",1994,"Religious","Other"
"25705","Protestant","Conservative",1994,"Religious","Other"
"25706","Protestant","Moderate",1994,"Religious","Other"
"25707","Protestant","Moderate",1994,"Religious","Other"
"25708","Protestant","Extremely Liberal",1994,"Religious","Liberal"
"25709","Protestant","Conservative",1994,"Religious","Other"
"25710","Protestant","Slightly Conservative",1994,"Religious","Other"
"25711","Protestant","Moderate",1994,"Religious","Other"
"25712","Protestant","Moderate",1994,"Religious","Other"
"25713","Protestant","Moderate",1994,"Religious","Other"
"25714","Protestant","Moderate",1994,"Religious","Other"
"25715","Protestant","Slightly Conservative",1994,"Religious","Other"
"25716","Protestant","Slightly Conservative",1994,"Religious","Other"
"25717","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25718","None","Liberal",1994,"Non_religious","Liberal"
"25719","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25720","Protestant","Slightly Conservative",1994,"Religious","Other"
"25721","Protestant","Moderate",1994,"Religious","Other"
"25722","Catholic","Moderate",1994,"Religious","Other"
"25723","Protestant","Liberal",1994,"Religious","Liberal"
"25724","Protestant","Moderate",1994,"Religious","Other"
"25725","Protestant","Conservative",1994,"Religious","Other"
"25726","Jewish","Moderate",1994,"Religious","Other"
"25727","None","Slightly Conservative",1994,"Non_religious","Other"
"25728","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25729","Protestant","Moderate",1994,"Religious","Other"
"25730","Catholic","Moderate",1994,"Religious","Other"
"25731","Protestant","Liberal",1994,"Religious","Liberal"
"25732","Protestant","Moderate",1994,"Religious","Other"
"25733","Protestant","Conservative",1994,"Religious","Other"
"25734","Protestant","Conservative",1994,"Religious","Other"
"25735","Protestant","Moderate",1994,"Religious","Other"
"25736","Protestant","Moderate",1994,"Religious","Other"
"25737","Protestant","Moderate",1994,"Religious","Other"
"25738","Protestant","Slightly Conservative",1994,"Religious","Other"
"25739","Protestant","Moderate",1994,"Religious","Other"
"25740","Protestant","Moderate",1994,"Religious","Other"
"25741","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25742","Protestant","Moderate",1994,"Religious","Other"
"25743","Protestant","Moderate",1994,"Religious","Other"
"25744","Protestant","Conservative",1994,"Religious","Other"
"25745","Protestant","Slightly Conservative",1994,"Religious","Other"
"25746","Protestant","Slightly Conservative",1994,"Religious","Other"
"25747","Protestant","Slightly Conservative",1994,"Religious","Other"
"25748","Protestant","Moderate",1994,"Religious","Other"
"25749","Protestant","Liberal",1994,"Religious","Liberal"
"25750","Protestant","Conservative",1994,"Religious","Other"
"25751","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25752","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25753","Jewish","Liberal",1994,"Religious","Liberal"
"25754","Protestant","Moderate",1994,"Religious","Other"
"25755","Catholic","Slightly Conservative",1994,"Religious","Other"
"25756","Protestant","Conservative",1994,"Religious","Other"
"25757","Protestant","Slightly Conservative",1994,"Religious","Other"
"25758","Protestant","Slightly Conservative",1994,"Religious","Other"
"25759","Protestant","Slightly Conservative",1994,"Religious","Other"
"25760","Protestant","Conservative",1994,"Religious","Other"
"25761","Protestant","Moderate",1994,"Religious","Other"
"25762","Protestant","Moderate",1994,"Religious","Other"
"25763","Protestant","Moderate",1994,"Religious","Other"
"25764","Protestant","Moderate",1994,"Religious","Other"
"25765","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25766","Protestant","Moderate",1994,"Religious","Other"
"25767","Protestant","Slightly Conservative",1994,"Religious","Other"
"25768","Other","Moderate",1994,"Religious","Other"
"25769","Protestant","Moderate",1994,"Religious","Other"
"25770","Protestant","Moderate",1994,"Religious","Other"
"25771","Protestant","Conservative",1994,"Religious","Other"
"25772","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25773","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25774","Protestant","Liberal",1994,"Religious","Liberal"
"25775","Protestant","Moderate",1994,"Religious","Other"
"25776","Jewish","Liberal",1994,"Religious","Liberal"
"25777","Protestant","Slightly Conservative",1994,"Religious","Other"
"25778","Catholic","Extremely Liberal",1994,"Religious","Liberal"
"25779","Catholic","Slightly Conservative",1994,"Religious","Other"
"25780","Protestant","Moderate",1994,"Religious","Other"
"25781","Protestant","Conservative",1994,"Religious","Other"
"25782","Protestant","Liberal",1994,"Religious","Liberal"
"25783","Protestant","Conservative",1994,"Religious","Other"
"25784","Other","Moderate",1994,"Religious","Other"
"25785","Catholic","Liberal",1994,"Religious","Liberal"
"25786","Protestant","Moderate",1994,"Religious","Other"
"25787","Catholic","Slightly Conservative",1994,"Religious","Other"
"25788","Protestant","Conservative",1994,"Religious","Other"
"25789","Protestant","Slightly Conservative",1994,"Religious","Other"
"25790","Other","Conservative",1994,"Religious","Other"
"25791","Protestant","Slightly Conservative",1994,"Religious","Other"
"25792","Protestant","Conservative",1994,"Religious","Other"
"25793","Protestant","Conservative",1994,"Religious","Other"
"25794","Protestant","Moderate",1994,"Religious","Other"
"25795","Other","Liberal",1994,"Religious","Liberal"
"25796","Catholic","Moderate",1994,"Religious","Other"
"25797","Protestant","Moderate",1994,"Religious","Other"
"25798","None","Slightly Liberal",1994,"Non_religious","Liberal"
"25799","None","Moderate",1994,"Non_religious","Other"
"25800","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25801","Protestant","Liberal",1994,"Religious","Liberal"
"25802","Protestant","Conservative",1994,"Religious","Other"
"25803","Protestant","Moderate",1994,"Religious","Other"
"25804","Protestant","Slightly Conservative",1994,"Religious","Other"
"25805","Protestant","Moderate",1994,"Religious","Other"
"25806","None","Conservative",1994,"Non_religious","Other"
"25807","Other","Slightly Conservative",1994,"Religious","Other"
"25808","Protestant","Conservative",1994,"Religious","Other"
"25809","Protestant","Liberal",1994,"Religious","Liberal"
"25810","Protestant","Moderate",1994,"Religious","Other"
"25811","Protestant","Moderate",1994,"Religious","Other"
"25812","Other","Liberal",1994,"Religious","Liberal"
"25813","Catholic","Conservative",1994,"Religious","Other"
"25814","Protestant","Moderate",1994,"Religious","Other"
"25815","Catholic","Slightly Conservative",1994,"Religious","Other"
"25816","Protestant","Moderate",1994,"Religious","Other"
"25817","Other","Slightly Liberal",1994,"Religious","Liberal"
"25818","Protestant","Moderate",1994,"Religious","Other"
"25819","Protestant","Moderate",1994,"Religious","Other"
"25820","Other","Extrmly Conservative",1994,"Religious","Other"
"25821","Protestant","Slightly Conservative",1994,"Religious","Other"
"25822","Other","Moderate",1994,"Religious","Other"
"25823","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25824","Protestant","Moderate",1994,"Religious","Other"
"25825","Catholic","Moderate",1994,"Religious","Other"
"25826","Protestant","Slightly Conservative",1994,"Religious","Other"
"25827","None","Slightly Conservative",1994,"Non_religious","Other"
"25828","Catholic","Liberal",1994,"Religious","Liberal"
"25829","Protestant","Slightly Conservative",1994,"Religious","Other"
"25830","None","Slightly Conservative",1994,"Non_religious","Other"
"25831","Protestant","Conservative",1994,"Religious","Other"
"25832","Other","Moderate",1994,"Religious","Other"
"25833","Catholic","Conservative",1994,"Religious","Other"
"25834","Protestant","Moderate",1994,"Religious","Other"
"25835","Protestant","Moderate",1994,"Religious","Other"
"25836","Catholic","Moderate",1994,"Religious","Other"
"25837","None","Liberal",1994,"Non_religious","Liberal"
"25838","Protestant","Moderate",1994,"Religious","Other"
"25839","Protestant","Moderate",1994,"Religious","Other"
"25840","Protestant","Conservative",1994,"Religious","Other"
"25841","Protestant","Liberal",1994,"Religious","Liberal"
"25842","Protestant","Moderate",1994,"Religious","Other"
"25843","Protestant","Moderate",1994,"Religious","Other"
"25844","Protestant","Slightly Conservative",1994,"Religious","Other"
"25845","Other","Moderate",1994,"Religious","Other"
"25846","Protestant","Moderate",1994,"Religious","Other"
"25847","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25848","Protestant","Conservative",1994,"Religious","Other"
"25849","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25850","Other","Extremely Liberal",1994,"Religious","Liberal"
"25851","Protestant","Slightly Conservative",1994,"Religious","Other"
"25852","Protestant","Slightly Conservative",1994,"Religious","Other"
"25853","Catholic","Liberal",1994,"Religious","Liberal"
"25854","Protestant","Moderate",1994,"Religious","Other"
"25855","Protestant","Slightly Conservative",1994,"Religious","Other"
"25856","Protestant","Moderate",1994,"Religious","Other"
"25857","Protestant","Liberal",1994,"Religious","Liberal"
"25858","None","Moderate",1994,"Non_religious","Other"
"25859","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25860","Protestant","Moderate",1994,"Religious","Other"
"25861","Protestant","Slightly Conservative",1994,"Religious","Other"
"25862","Protestant","Conservative",1994,"Religious","Other"
"25863","Protestant","Moderate",1994,"Religious","Other"
"25864","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25865","Protestant","Slightly Conservative",1994,"Religious","Other"
"25866","Protestant","Slightly Conservative",1994,"Religious","Other"
"25867","Protestant","Conservative",1994,"Religious","Other"
"25868","Catholic","Moderate",1994,"Religious","Other"
"25869","Protestant","Moderate",1994,"Religious","Other"
"25870","Protestant","Moderate",1994,"Religious","Other"
"25871","Protestant","Extremely Liberal",1994,"Religious","Liberal"
"25872","Catholic","Extrmly Conservative",1994,"Religious","Other"
"25873","Catholic","Liberal",1994,"Religious","Liberal"
"25874","None","Moderate",1994,"Non_religious","Other"
"25875","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25876","Catholic","Liberal",1994,"Religious","Liberal"
"25877","Protestant","Liberal",1994,"Religious","Liberal"
"25878","Protestant","Extremely Liberal",1994,"Religious","Liberal"
"25879","Protestant","Slightly Conservative",1994,"Religious","Other"
"25880","None","Conservative",1994,"Non_religious","Other"
"25881","Protestant","Moderate",1994,"Religious","Other"
"25882","Protestant","Liberal",1994,"Religious","Liberal"
"25883","Protestant","Conservative",1994,"Religious","Other"
"25884","Protestant","Moderate",1994,"Religious","Other"
"25885","Protestant","Conservative",1994,"Religious","Other"
"25886","Catholic","Conservative",1994,"Religious","Other"
"25887","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25888","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25889","Protestant","Conservative",1994,"Religious","Other"
"25890","Protestant","Slightly Conservative",1994,"Religious","Other"
"25891","Protestant","Conservative",1994,"Religious","Other"
"25892","Catholic","Liberal",1994,"Religious","Liberal"
"25893","Jewish","Moderate",1994,"Religious","Other"
"25894","Protestant","Conservative",1994,"Religious","Other"
"25895","Protestant","Slightly Conservative",1994,"Religious","Other"
"25896","Protestant","Moderate",1994,"Religious","Other"
"25897","Protestant","Conservative",1994,"Religious","Other"
"25898","Protestant","Moderate",1994,"Religious","Other"
"25899","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25900","None","Slightly Liberal",1994,"Non_religious","Liberal"
"25901","Protestant","Slightly Conservative",1994,"Religious","Other"
"25902","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25903","Protestant","Slightly Conservative",1994,"Religious","Other"
"25904","Protestant","Slightly Conservative",1994,"Religious","Other"
"25905","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25906","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25907","Protestant","Conservative",1994,"Religious","Other"
"25908","Protestant","Conservative",1994,"Religious","Other"
"25909","Protestant","Moderate",1994,"Religious","Other"
"25910","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25911","Protestant","Conservative",1994,"Religious","Other"
"25912","Protestant","Conservative",1994,"Religious","Other"
"25913","Protestant","Conservative",1994,"Religious","Other"
"25914","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25915","Protestant","Moderate",1994,"Religious","Other"
"25916","Protestant","Conservative",1994,"Religious","Other"
"25917","Protestant","Conservative",1994,"Religious","Other"
"25918","Other","Conservative",1994,"Religious","Other"
"25919","Protestant","Moderate",1994,"Religious","Other"
"25920","None","Moderate",1994,"Non_religious","Other"
"25921","Protestant","Moderate",1994,"Religious","Other"
"25922","Protestant","Moderate",1994,"Religious","Other"
"25923","Protestant","Conservative",1994,"Religious","Other"
"25924","Protestant","Slightly Conservative",1994,"Religious","Other"
"25925","Protestant","Slightly Conservative",1994,"Religious","Other"
"25926","Protestant","Moderate",1994,"Religious","Other"
"25927","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25928","Protestant","Conservative",1994,"Religious","Other"
"25929","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25930","Protestant","Conservative",1994,"Religious","Other"
"25931","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25932","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25933","Protestant","Moderate",1994,"Religious","Other"
"25934","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"25935","Protestant","Liberal",1994,"Religious","Liberal"
"25936","Protestant","Conservative",1994,"Religious","Other"
"25937","Protestant","Conservative",1994,"Religious","Other"
"25938","None","Slightly Conservative",1994,"Non_religious","Other"
"25939","Protestant","Moderate",1994,"Religious","Other"
"25940","Protestant","Slightly Conservative",1994,"Religious","Other"
"25941","Protestant","Moderate",1994,"Religious","Other"
"25942","Protestant","Conservative",1994,"Religious","Other"
"25943","Protestant","Conservative",1994,"Religious","Other"
"25944","Protestant","Moderate",1994,"Religious","Other"
"25945","Protestant","Moderate",1994,"Religious","Other"
"25946","Protestant","Conservative",1994,"Religious","Other"
"25947","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25948","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25949","Catholic","Conservative",1994,"Religious","Other"
"25950","Protestant","Moderate",1994,"Religious","Other"
"25951","Protestant","Liberal",1994,"Religious","Liberal"
"25952","Protestant","Conservative",1994,"Religious","Other"
"25953","Protestant","Conservative",1994,"Religious","Other"
"25954","Protestant","Moderate",1994,"Religious","Other"
"25955","Protestant","Slightly Conservative",1994,"Religious","Other"
"25956","Protestant","Moderate",1994,"Religious","Other"
"25957","Protestant","Moderate",1994,"Religious","Other"
"25958","Protestant","Moderate",1994,"Religious","Other"
"25959","Protestant","Slightly Conservative",1994,"Religious","Other"
"25960","Protestant","Moderate",1994,"Religious","Other"
"25961","Protestant","Moderate",1994,"Religious","Other"
"25962","Protestant","Slightly Conservative",1994,"Religious","Other"
"25963","Protestant","Moderate",1994,"Religious","Other"
"25964","Protestant","Conservative",1994,"Religious","Other"
"25965","Protestant","Moderate",1994,"Religious","Other"
"25966","None","Extremely Liberal",1994,"Non_religious","Liberal"
"25967","Protestant","Extrmly Conservative",1994,"Religious","Other"
"25968","None","Slightly Conservative",1994,"Non_religious","Other"
"25969","None","Conservative",1994,"Non_religious","Other"
"25970","Protestant","Slightly Conservative",1994,"Religious","Other"
"25971","Protestant","Moderate",1994,"Religious","Other"
"25972","Catholic","Extremely Liberal",1994,"Religious","Liberal"
"25973","Protestant","Moderate",1994,"Religious","Other"
"25974","Protestant","Slightly Conservative",1994,"Religious","Other"
"25975","Catholic","Moderate",1994,"Religious","Other"
"25976","Protestant","Slightly Conservative",1994,"Religious","Other"
"25977","Protestant","Moderate",1994,"Religious","Other"
"25978","Protestant","Slightly Conservative",1994,"Religious","Other"
"25979","Protestant","Moderate",1994,"Religious","Other"
"25980","Protestant","Conservative",1994,"Religious","Other"
"25981","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25982","Protestant","Conservative",1994,"Religious","Other"
"25983","Protestant","Slightly Conservative",1994,"Religious","Other"
"25984","Protestant","Conservative",1994,"Religious","Other"
"25985","Protestant","Moderate",1994,"Religious","Other"
"25986","Catholic","Conservative",1994,"Religious","Other"
"25987","Protestant","Slightly Conservative",1994,"Religious","Other"
"25988","Catholic","Moderate",1994,"Religious","Other"
"25989","Catholic","Liberal",1994,"Religious","Liberal"
"25990","Protestant","Slightly Conservative",1994,"Religious","Other"
"25991","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"25992","Protestant","Liberal",1994,"Religious","Liberal"
"25993","Catholic","Moderate",1994,"Religious","Other"
"25994","Protestant","Liberal",1994,"Religious","Liberal"
"25995","Protestant","Moderate",1994,"Religious","Other"
"25996","Protestant","Moderate",1994,"Religious","Other"
"25997","Protestant","Moderate",1994,"Religious","Other"
"25998","Other","Conservative",1994,"Religious","Other"
"25999","Protestant","Conservative",1994,"Religious","Other"
"26000","None","Moderate",1994,"Non_religious","Other"
"26001","Protestant","Liberal",1994,"Religious","Liberal"
"26002","Protestant","Slightly Conservative",1994,"Religious","Other"
"26003","Protestant","Slightly Conservative",1994,"Religious","Other"
"26004","Protestant","Liberal",1994,"Religious","Liberal"
"26005","Protestant","Conservative",1994,"Religious","Other"
"26006","Protestant","Moderate",1994,"Religious","Other"
"26007","Protestant","Slightly Conservative",1994,"Religious","Other"
"26008","None","Slightly Liberal",1994,"Non_religious","Liberal"
"26009","None","Moderate",1994,"Non_religious","Other"
"26010","Protestant","Liberal",1994,"Religious","Liberal"
"26011","Protestant","Conservative",1994,"Religious","Other"
"26012","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26013","Protestant","Moderate",1994,"Religious","Other"
"26014","Protestant","Conservative",1994,"Religious","Other"
"26015","Protestant","Conservative",1994,"Religious","Other"
"26016","Catholic","Slightly Conservative",1994,"Religious","Other"
"26017","Catholic","Slightly Conservative",1994,"Religious","Other"
"26018","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26019","Protestant","Moderate",1994,"Religious","Other"
"26020","Protestant","Moderate",1994,"Religious","Other"
"26021","Catholic","Moderate",1994,"Religious","Other"
"26022","Protestant","Conservative",1994,"Religious","Other"
"26023","None","Moderate",1994,"Non_religious","Other"
"26024","Protestant","Moderate",1994,"Religious","Other"
"26025","Protestant","Moderate",1994,"Religious","Other"
"26026","Protestant","Moderate",1994,"Religious","Other"
"26027","Protestant","Conservative",1994,"Religious","Other"
"26028","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26029","Protestant","Moderate",1994,"Religious","Other"
"26030","Protestant","Liberal",1994,"Religious","Liberal"
"26031","Catholic","Liberal",1994,"Religious","Liberal"
"26032","Protestant","Moderate",1994,"Religious","Other"
"26033","Protestant","Conservative",1994,"Religious","Other"
"26034","Protestant","Moderate",1994,"Religious","Other"
"26035","None","Moderate",1994,"Non_religious","Other"
"26036","None","Conservative",1994,"Non_religious","Other"
"26037","Protestant","Extrmly Conservative",1994,"Religious","Other"
"26038","Protestant","Moderate",1994,"Religious","Other"
"26039","Protestant","Moderate",1994,"Religious","Other"
"26040","Protestant","Moderate",1994,"Religious","Other"
"26041","Protestant","Moderate",1994,"Religious","Other"
"26042","Catholic","Moderate",1994,"Religious","Other"
"26043","None","Conservative",1994,"Non_religious","Other"
"26044","Protestant","Conservative",1994,"Religious","Other"
"26045","Catholic","Extremely Liberal",1994,"Religious","Liberal"
"26046","Protestant","Conservative",1994,"Religious","Other"
"26047","None","Conservative",1994,"Non_religious","Other"
"26048","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26049","None","Liberal",1994,"Non_religious","Liberal"
"26050","Catholic","Conservative",1994,"Religious","Other"
"26051","Protestant","Moderate",1994,"Religious","Other"
"26052","None","Liberal",1994,"Non_religious","Liberal"
"26053","Protestant","Conservative",1994,"Religious","Other"
"26054","None","Moderate",1994,"Non_religious","Other"
"26055","Protestant","Moderate",1994,"Religious","Other"
"26056","Catholic","Slightly Conservative",1994,"Religious","Other"
"26057","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26058","Protestant","Slightly Conservative",1994,"Religious","Other"
"26059","None","Extremely Liberal",1994,"Non_religious","Liberal"
"26060","Catholic","Liberal",1994,"Religious","Liberal"
"26061","Protestant","Conservative",1994,"Religious","Other"
"26062","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26063","Catholic","Moderate",1994,"Religious","Other"
"26064","Catholic","Slightly Conservative",1994,"Religious","Other"
"26065","None","Slightly Liberal",1994,"Non_religious","Liberal"
"26066","Protestant","Moderate",1994,"Religious","Other"
"26067","None","Slightly Liberal",1994,"Non_religious","Liberal"
"26068","Catholic","Conservative",1994,"Religious","Other"
"26069","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"26070","Protestant","Conservative",1994,"Religious","Other"
"26071","Catholic","Moderate",1994,"Religious","Other"
"26072","Protestant","Moderate",1994,"Religious","Other"
"26073","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26074","Protestant","Slightly Liberal",1994,"Religious","Liberal"
"26075","Protestant","Moderate",1994,"Religious","Other"
"26076","Catholic","Moderate",1994,"Religious","Other"
"26077","Protestant","Moderate",1994,"Religious","Other"
"26078","None","Extrmly Conservative",1994,"Non_religious","Other"
"26079","Protestant","Moderate",1994,"Religious","Other"
"26080","Catholic","Slightly Liberal",1994,"Religious","Liberal"
"26081","Catholic","Liberal",1994,"Religious","Liberal"
"26082","Other","Slightly Liberal",1994,"Religious","Liberal"
